ministry,website,division,name,designation,room,phones,email,source_url
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri B.N. Bhaskar,Additional Private Secretary to Finance Minister,,"210016, 210017, 210018, 210019, 210020, 210021, 210022",fmo@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Karma Sonam Zangpo Lhasungpa,Additional Private Secretary to Finance Minister,,,fmo@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Sernya Bhutia,Asstt. PS to FM,,,-,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Manish Bhat,Asstt. PS to FM,,,fmo@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Shashank Singh,1st Personal Assistant to Finance Minister,,,fmo@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Vishnu Singh,1st Personal Assistant to Finance Minister,,,fmo@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Anil Yadav,Under Secretary,,,-,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Sh. Ram Rashik Mandal,Under Secretary,,,fmo@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Pankaj Chaudhary,Minister of State for Finance,,,mosfinance@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Rishirendra Kumar,PS to MOS,,,rishirendra.kumar@ias.nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Alkesh Uttam,OSD to MOS,,,alkesh.uttam@gov.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Gaurav Shukla,Under Secretary,,"211017, 211018, 211019, 211020",gauravshukla@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Neeraj Mishra,APS to MoS,,,mosfinance@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Dhruv Narayan Srivastav,Ist PA to MoS,,,mosfinance@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri V. Vualnam,Secretary,,,secyexp@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Mahendra Singh Rawat,Sr. PPS,,"210054, 210055, 210056",-,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Chanakya Kelkar,PPS,,"210057, 210058, 210059",-,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Sh. Netra Pal Singh,Consultant,,"210060, 210061, 210062",-,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Raj Kumar,PPS,,"210303, 210304",-,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Smt. Parama Sen,AS (Pers.),,"210069, 210070",sen.parama68@gov.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Naresh Kumar Mehdratta,PPS,,"210071, 210072, 210073, 210074",-,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Manoj Sahay,Additional Secretary & Financial Adviser,,"210075, 210076",manoj.sahay@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Ms. Seetha Mahalakshmi,PPS to AS & FA,,"210077, 210078, 210079, 210080",a.seethamahalakshmi@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,"Shri D. Anandan,",Additional Secretary,,"210081, 210082",jspfc-1@gov.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Smt. Kavita Mansukhani,Sr. PPS,,"210083, 210084, 210085, 210086",m.kavita@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri M K Sahoo,Principal Adviser (Cost),,,mksahoo.sfio@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Sh. Praveen Nagar,PPS,,,praveen.nagar27@gov.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Ms. Nanu Bhasin,Addl. DG (Media & Communication),,"212149, 212150",dprfinance@gmail.com,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Utkarsh Kaushik,PA to ADG (M&C),,"212151, 212152",dprfinance@gmail.com,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Kush Mohan Nahar,Asstt. Director (Media & Communication),,,nahar.kush@gov.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Sridhar Suruneni,Media & Communication Officer,,,sridhar.surneni@gmail.com,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Pradeep K. Singh,Joint Secretary,,"210111, 210112",jsecoord-doe@gov.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Sh. Gurbaksh Singh Kapoor,PPS to js (E-Coord),,"210113, 210114",gb.kapoor@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Dr. Ekroop Caur,Joint Secretary,,"210087, 210088",js.pfc2.doe@gov.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Naresh Kumar,PS,,"210091, 210092",-,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Ajith Kumar N,DDG (PFC-l),,"210099, 210100",ddg.doe@gov.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Mritunjaya Rawar,PPS,,"210101, 210102",-,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Prateek Kumar Singh,Director,,"210164, 210165",prateeks.98@gov.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Sonamani Haobam,Director,,"210168, 210169",sonamani.haobam@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Ms. Bhumika Verma,Director,,"210180, 210181",bhumika.verma@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Praveen Ranjan,Director,,"210129, 210130",praveenranjan.dad@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Avinash K.Nilankar,Director,,"210121, 210122",avinash.n@gov.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Ram Kumar S. Pandey,Director,,"210156, 210157",ramkumarpandey.icoas@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Ms. Isha Khosla,Director,,"210133,",isha.khosla@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Umesh Kumar Agarwal,Director,,"210148, 210149",uk.agarwal@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri S. Natarajan,Director,,,snatarajan1985.sr@gov.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Debapriya Bardhan,Director,,"210105, 210106",debapriya.bardhan@ias.nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Samir Kumar Das,Deputy Secretary,,"210160, 210161",samir.kumar70@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Sunil Kumar,Deputy Secretary,,210152 210153,sunilkumar0970@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Anil Kumar,Deputy Secretary,,,anil.kumar14@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Sudershan Kumar,Deputy Secretary,,"210140, 210141",s.kumar73@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Abhimanyu Sahoo,Deputy Secretary,,"210196, 210197",abhimanyu.Sahoo@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Sushil Bhushan,Deputy Secretary,,"210144, 210145",sbhushan.edu@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Alok Kumar Dixit,Deputy Secretary,,"210127, 210128",ak.dixit@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Rakesh Kumar,Deputy Secretary,,"210184, 210185",rakesh.kr04@gov.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Rajiv Saraswat,Deputy Secretary,,"210204, 210206",rajiv.saraswat@gov.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Ms. Rashmi,Deputy Secretary,,"210136, 210137",rashmi.rkprao@gov.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Ms. Preeti,Joint Director,,"210176, 210177",preeti.balyan@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Rangin Murmu,Joint Director,,"210200, 210201",rangin.murmu@gov.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,"Dr. K.R. Rajeshwari,",Joint Director,,"210172, 210173",rajeshwari.kr@gov.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Mahesh Kumar,Joint Director,,,maheshk.icoas@gov.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Piyush Kumar,Under Secretary,,,piyush.kumar86@gov.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Nitin Jain,Under Secretary,,,nitin.jain75@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri K Rajan,Under Secretary,,,k.rajan@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Manoj Kumar Jain,Under Secretary,,,mk.jain05@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Krishanu Mukherjee,Under Secretary,,,krishanu.83@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Bharat Indora,Under Secretary,,,bharat.I13@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Anil Yadav,Under Secretary,,,anil.yadav@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri A. K. Suraj,Under Secretary,,,ak.suraj@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Chandra Prakash Kushwaha,Under Secretary,,,chandra.kushwaha@ic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri K C Joshi,Under Secretary,,,kailash.joshi26@gov.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Kailash Kumar,Under Secretary,,,-,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Om Prakash Gupta,Under Secretary,,,opgupta.82@gov.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Partha Paul,Under Secretary,,,paul.partha@gov.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri S.S.P. Sinha,Under Secretary,,,ssp.sinha@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Pravesh Kumar,Under Secretary,,,pravesh.kumar82@gov.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Ram Rashik Mandal,Under Secretary,,,ram.rashik@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Kundan Kumar Jha,Under Secretary,,,kundan.kj@gov.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Ranjit Kumar Jha,Under Secretary,,,ranjitk.jha@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Ram Pal Ohri,Under Secretary,,,ram.ohri@gov.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Pravin Kumar Pandey,Under Secretary,,,pravin.pandey@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Vijay Kumar Sharma,Under Secretary,,,vkumar.sharma@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Ashwani Verma,Under Secretary,,,ashwaniverma.moca@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Smt. Kavitha Panicker,Under Secretary,,,kavitha.panicker@gov.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Anil Prakash Dubey,Under Secretary,,,anilprakash.dubey@gov.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Rameshwar Kumar,Under Secretary,,,rameshwar.k@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Smt. Chaitali Dua,Under Secretary,,,chaitali.dua@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Md. Tahir Hussain Ansari,Under Secretary,,,ansari.tahir@gov.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Raghvendra Singh Kushwah,Under Secretary,,,rs.kushwah@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Ms. Anu R. Shine,Under Secretary,,,anu.shine@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Rajesh Garg,Deputy Director,,,carajesh.garg@gov.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Kanav Dua,Deputy Director,,,kanav.dua@gov.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Ms. Aruna Arora,Deputy Director,,,aruna.arora@gov.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Rahul Chaurasia,Deputy Director,,,rahul.chaurasia@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Nirnay Pratap Singh,Deputy Director,,,nirnay.pratap@gov.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Ms. Arushi Gupta,Deputy Director,,,gupta.arushi@gov.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Mrs. Anu Malhotra,Deputy Director O.L.,,,anu.1968exp@gov.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Karanveer Singh,Deputy Director,,,karan.veer@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Pankaj Pahadiya,Deputy Director,,,-,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Amit Kumar Sharma,Section Officer,,,sharma.amit91@gov.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Ms. Udita Gaur,Section Officer,,,udita.gaur@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Rajesh Virmani,Section Officer,,,rajesh.virmani@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Smt. Urwashi Sharma,Section Officer,,,urwashi.sharma@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Ms. Anadi Choudhary,Section Officer,,,anadi.choudhary@gov.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Anil Kumar,Section Officer,,,anil.kumar88@gov.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri A. K. Koli,Section Officer,,,ajaykumar.koli@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Ms. Mansi Sethi,Section Officer,,,mansi.sethi@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Sachin Balhara,Section Officer,,,sachin.balhara@gov.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Aditya Raj,Section Officer,,,aditya.raj@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Smt. Kanika Verma,Section Officer,,,kanika.verma87@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Saurav Dhingra,Section Officer,,,saurav.dhingra@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Ajay Kumar Jindal,Section Officer,,,ak.jindal89@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Amit Kataria,Section Officer,,,amit.kataria@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Amit Verma,Section Officer,,,amit.verma8@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Nissar Ahmed,Section Officer,,,nissar.ahmad67@gov.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Atul Agarwal,Section Officer,,,a.agrawal24@nic.in,https://doe.gov.in/whos-who
Department of Expenditure (DoE),https://doe.gov.in,GOVERNMENT OF INDIA,Shri Deep Krishan,Section Officer,,,deep.krishan@nic.in,https://doe.gov.in/whos-who
